ALERT_ID,TRANSACTION_ID,PARTY_ID,ALERT_TYPE,TRIGGERED_AT,RESOLUTION_STATUS,RESOLVED_BY
3b0fe280-5cd5-49c8-8078-9aff84ba6a1c,ff5a3f19-0a36-475c-aa40-9fe076fdd7ab,3b53e473-0678-484f-aec1-adb86a60f233,High-Value Transaction,2026-04-08 13:22:00.527123,Open,
32f59229-14b6-482f-9fc8-967741879e65,61750c98-4869-489f-963f-abc90b4617bf,3e4034d8-3895-4fc5-8cb0-69a5a19720c6,Unusual Location,2026-04-08 13:22:00.601901,Open,
7c82b682-d025-470b-9860-2ee4b16610d6,c520396d-90c4-4780-a682-4cc72ff08029,3c4fe98c-755d-431a-a01a-fcd69e051b75,Unusual Location,2026-04-08 13:22:00.499880,Resolved,EMP3044
e5f3d6ae-8ae5-44d6-bb09-8297b82e2a32,3f20aadc-32d8-4d45-8395-bc7b77a76f10,a1030af6-936a-4903-bec4-025276780f8b,Multiple Failed Logins,2026-04-08 13:22:00.503189,Escalated,EMP3002
042cf2df-d6fc-4524-b2b0-c1d083a0bf5b,63a8758c-90f6-4510-b733-bbdb71b796f4,b19cc7af-80b7-41d6-baf8-e3a7e4251161,Suspicious IP,2026-04-08 13:22:00.384883,Open,
c64e9560-ce62-436a-abda-1197465cb4f6,41e4de8e-d0f1-40b8-b0e9-d4ad4c63d654,3625ea7f-cb35-43b5-900a-3a9690c2966f,Multiple Failed Logins,2026-04-08 13:22:00.921857,Resolved,EMP3009
6a3d8df3-c725-4425-b3d0-cdbdb8509dff,87679047-7069-42d6-954f-4801cd382e68,939f129a-c0da-4283-9bfe-cf52d5598b8e,Suspicious IP,2026-04-08 13:22:00.074787,Open,
85e0f0fd-99e4-4676-b29d-145112ee1a63,a368ba2b-5edf-408b-a0de-a2f360eb1dd0,7373545a-54b9-4f9d-9bf3-826478a97b9a,Unusual Location,2026-04-08 13:22:00.618086,Resolved,EMP3007
60a51f95-bda6-48f1-b5f1-489e951ea46e,4c76e5ac-70b5-4d42-a9a6-41c93f5fbeed,f4af0a7d-35ea-4dc6-ae2b-45fe32ea1888,High-Value Transaction,2026-04-08 13:22:00.376966,Resolved,EMP3019
576957fb-d4d6-4ee0-ae2c-e402489026b9,3b4318c4-ab37-4310-be8f-4240d50d91e8,590326b3-4700-4a91-b040-1d3eef1f20b3,Multiple Failed Logins,2026-04-08 13:22:00.544051,Resolved,EMP3029
0b2ce200-db1d-447d-8a1e-c5dab3f6bb42,63172877-aafd-4d31-bac9-23bf983e09cb,eb0e5efd-3784-489d-9206-1221d59731eb,High-Value Transaction,2026-04-08 13:22:00.496736,Open,
529ad33d-61c4-44e9-8a2a-e8e1bfb8d815,d634d424-76ca-4c5a-a216-ba344c3001d2,640a0194-eb25-48c8-a2cb-008386e62846,Suspicious IP,2026-04-08 13:22:00.188989,Resolved,EMP3030
e535d738-f11f-42b9-ac57-979c8fb328b9,e3aaa776-5061-41a1-96b7-1f3c99c05f3e,f1aeb0c3-c32a-4714-9008-0eab2cf7a4a9,High-Value Transaction,2026-04-08 13:22:00.397465,Open,
40517333-12bc-4d84-abb4-6f5e45d98dbe,24959094-7fd2-4061-91d0-b16d67b7768f,71cd6728-a88d-49a0-b9e9-cbeb2bd02729,Suspicious IP,2026-04-08 13:22:00.150898,Resolved,EMP3006
257619df-5765-4804-ab38-3b9353cc353e,a1c75ee7-e2e2-47e1-92ba-739afd5d0f8a,74e607fb-df1e-4eaa-b875-0ea22d6ab170,High-Value Transaction,2026-04-08 13:22:00.715677,Resolved,EMP3025
f206c7e3-aa2f-4a40-89c7-6b1c0935c9ec,0849f96f-3ce7-419d-873d-1050dfe16450,3bc3842b-7def-44d8-bfaf-3a07b7a85859,Suspicious IP,2026-04-08 13:22:00.572891,Open,
163e09a3-f6c0-4453-8d6e-ab0708d16f9e,558b551a-fd58-4c0a-9bb8-3677d66c9538,29832fd4-8b06-4490-b9fc-37c772f8c119,Suspicious IP,2026-04-08 13:22:00.722458,Open,
2f88ce97-6e89-4819-8527-234030dfafe2,08969504-2379-46d5-8008-625f9c816826,2d3c6283-5cf2-4b66-8d28-d238f34ef8c7,Unusual Location,2026-04-08 13:22:00.317507,Open,
4c0a0fad-edb7-4265-a1a7-b22377a6066b,f163e9b7-e795-4ed8-8593-5b8ffa43e3bd,55b51365-1aec-425d-a41c-d16669a51da1,High-Value Transaction,2026-04-08 13:22:00.309786,Open,
f8536535-0422-417c-977d-c9359bae5015,4da76d60-ae7f-4de2-9885-3a538ca52dd8,6e95be20-8ee7-4ae5-b0c4-6d7c97c50a25,Unusual Location,2026-04-08 13:22:00.238194,Open,
31d6b8c7-bd54-4652-bf09-80fff69a1514,58cb211d-2ce8-4230-b82e-53acefbcf9c4,3084b922-a120-4d3f-87fb-272276a583e9,Multiple Failed Logins,2026-04-08 13:22:00.715423,Resolved,EMP3003
8a85a038-ed24-4384-87ee-ecf6f9303845,75aa2110-256b-4f8d-ad57-2bf2275c93ca,8b9b4a41-3ad7-41d8-bacc-6b476abf8b4e,Suspicious IP,2026-04-08 13:22:00.273364,Open,
372eaa88-b5f2-419c-884e-eabdf2413655,32bb3c20-0f8b-4684-9b84-32532d81df05,361df616-e6fc-4af3-b255-664be6811798,Suspicious IP,2026-04-08 13:22:00.655295,Open,
f6d07839-3286-4415-a3bc-a97aa2fa33a1,93fb4f70-49b7-4431-8831-a40401955140,0bbfdb10-633e-4771-b9a0-4fba965db6b4,Unusual Location,2026-04-08 13:22:00.088153,Open,
e649387e-feef-4afb-9eeb-d501e49bfe81,d91b5ecf-6826-4eee-992d-7ebec4dcd021,b4aad9ae-3316-4471-bd9f-da78e9ad4c52,High-Value Transaction,2026-04-08 13:22:00.942495,Open,
ea0394fc-a6fe-4f7a-884b-e8c76d5a47e5,7ae67c1c-26dc-48ea-b615-0e11e9543e99,41ffdedc-5c18-43a7-8d95-947e5c561e19,Suspicious IP,2026-04-08 13:22:00.602524,Open,
9a06e71f-5ade-41fe-88ab-6c99e2fc3315,7700f73d-1daa-47d3-b11c-8cdd8d046f00,7d092e45-adee-4a29-b2ef-0faba3cff0e3,Unusual Location,2026-04-08 13:22:00.836723,Open,
c7788b83-9fa7-46d2-bf00-cab501b410b9,fcd52cc7-b189-4e86-8a48-ec1dd2c62941,4265c96d-b849-4175-b834-34a03580ad86,Suspicious IP,2026-04-08 13:22:00.674845,Open,
0907f917-cdc3-4a65-a205-a5289e31d62b,e9bce499-8010-4987-8ea0-f8e9a04544d2,3aac7475-f083-4a5e-8eb7-d0b6fe491356,Unusual Location,2026-04-08 13:22:00.323742,Open,
92bacccf-3cbf-42a9-8dfe-e4b642e87730,f2d43448-bba2-414b-98d0-2685416b6833,c1032880-800b-4328-bc09-67a50970135a,Multiple Failed Logins,2026-04-08 13:22:00.284357,Resolved,EMP3040
f65338e6-520c-4b4c-8a96-a894746d7ac1,da2e6e28-5dd9-40bb-98aa-4e71b058f285,d7edce67-ac68-42df-9843-ec32521d3e0e,Multiple Failed Logins,2026-04-08 13:22:00.266102,Escalated,EMP3018
587926d2-1c8a-4e71-a2f6-f7ad938f96dd,935ef1d1-8b7d-493c-9694-f50d2cfa16fa,ef20ddb3-3def-47d6-9b51-43fd3607ab18,High-Value Transaction,2026-04-08 13:22:00.206540,Open,
477438f9-19b6-44ef-beeb-97f64efaa055,15d7096e-5c1d-42a2-af71-af68b1449158,2a13ecc9-a9d2-4319-8583-ba727c989a96,High-Value Transaction,2026-04-08 13:22:00.012006,Open,
1b7cd487-1c1d-4d7e-b3be-7e5a70ea53f6,7a3848cf-741e-4d2e-9a1c-57cab68220a4,fbce517b-60ca-49b6-9cd0-9e62bdded32a,Multiple Failed Logins,2026-04-08 13:22:00.479339,Resolved,EMP3009
56f1907f-088d-45f3-b4dd-a843a9f86fc9,7e2a76b5-6fe7-443c-b4d8-dc158409a0fe,7194b1f9-d7c3-4416-85a7-1544ea1afd29,Multiple Failed Logins,2026-04-08 13:22:00.541094,Open,
91b396c0-3fa0-4a0b-aab0-7f7f1e2e091a,03e6fbc6-1f19-4fd3-a13a-e3819fcbd613,1db765d3-d996-46a8-a1e6-046adc983e0f,High-Value Transaction,2026-04-08 13:22:00.829092,Open,
022f4db8-5018-40a6-b50c-17c334466a07,16a184dc-4812-44e4-9951-c723e0388694,94ba5622-2823-4596-8dc6-3087e2819af2,High-Value Transaction,2026-04-08 13:22:00.828843,Resolved,EMP3044
4f9f9000-f223-4440-ae57-24599959a0d7,9eff0fa0-3ec2-4737-8566-3bcc0cc1d94d,1bb76eb9-99ab-4a45-9433-fd6d6f61de05,Multiple Failed Logins,2026-04-08 13:22:00.720117,Open,
c02e5045-4540-4aca-9264-5c8de4c9d86d,f0933ec6-9685-4a94-a95d-7574efde1938,8ba0878c-36b7-4f07-94b8-b5e878dd4d48,Multiple Failed Logins,2026-04-08 13:22:00.786225,Open,
e67d7349-ec7f-40a9-a9c4-466fa06b8a34,d9cd3ca1-76f4-46bb-892a-29af625fbe0e,cc57795e-4cca-41f7-b283-8a1040196bc5,Multiple Failed Logins,2026-04-08 13:22:00.614361,Open,
a2622fa8-b930-47fc-a9d0-a092780484bf,c7c44e40-077c-4284-a116-1945207d84c6,8d833160-3479-4cd8-97c6-a4303b0a8204,Unusual Location,2026-04-08 13:22:00.994690,Open,
4ca5337a-1a7f-4d35-94dc-fa9c093caf23,0f9777de-cada-410c-b7b4-6094d9ac46c4,61097401-1e49-43ba-9e16-f5d6b6cb6370,High-Value Transaction,2026-04-08 13:22:00.607037,Open,
704228aa-fd11-4d11-8a84-4710be74e521,dfa10b4b-957f-40dd-96a4-c0f3a6aafb5c,9755d8fa-86fb-45a5-80ec-7405c22a2056,Unusual Location,2026-04-08 13:22:00.901189,Open,
f3fb3ca2-e53d-4ca3-979e-8d218e34b8ec,fb3a136d-b4df-4ed2-ac93-761b4d12980b,2eaedd26-039e-41a0-875e-9ecd3292d86c,Suspicious IP,2026-04-08 13:22:00.294997,Resolved,EMP3030
df290150-0032-4758-a41d-6088e323ca08,40454f27-14ca-4348-accf-7f284742351f,986b6aef-5162-4293-8ed8-b78bc4bc720a,High-Value Transaction,2026-04-08 13:22:00.118759,Resolved,EMP3027
ec55aeac-a572-40e3-813f-dd420c773c59,3d9eed97-8120-44b7-8765-10f3ced12943,0ff6dc3e-7f89-4a6c-8ab6-af8c75c614da,Suspicious IP,2026-04-08 13:22:00.931882,Resolved,EMP3015
8e84f394-cdda-4995-8004-08d6f5d46064,44f3afd3-7e18-46e7-8ebe-b6b170aae88d,b7849460-1524-4a20-9d13-8576c8461783,Suspicious IP,2026-04-08 13:22:00.965674,Resolved,EMP3032
6bc0cbbd-81da-4dc1-94c9-cbd8f4f59599,546734fa-9ed9-4ae9-98f7-9043a33864a3,07243919-388d-4960-b285-1da33a245acb,Unusual Location,2026-04-08 13:22:00.622371,Resolved,EMP3004
cee1d6bf-439d-4ed8-b38a-bba51f7eac70,e394013d-8dac-439f-b45a-704fa1b7fb37,43f0926c-eb8a-47ec-978c-aa2fcac00b6b,Multiple Failed Logins,2026-04-08 13:22:00.493689,Open,
a335f659-8ea0-4e3c-920b-8fff9705e2a9,52210d2f-479a-4a4c-897e-79bfe28821fc,3ace3179-8992-41ad-95fc-baf9e909868f,Suspicious IP,2026-04-08 13:22:00.675813,Escalated,EMP3020
e2855825-a377-4a53-b960-140b67ecd7b0,5e233cce-3035-4630-b1f5-cee25a62aa8a,1bb2344c-5c93-4628-be2b-dd37d13d7b46,Unusual Location,2026-04-08 13:22:00.951418,Resolved,EMP3017
21293157-7241-4cd7-9cbb-f4a03054e135,a95c6ca7-dd60-4de2-88e1-a75a3883c643,9edc5871-890d-463d-b7f6-9406e6ee2582,Multiple Failed Logins,2026-04-08 13:22:00.103951,Resolved,EMP3021
e2d65b43-4ed2-4942-b2ed-f556dbaa2f42,7ada492f-405d-4149-b802-a3894e555142,fae39ff5-8a87-42d9-8905-682e83afdf50,Multiple Failed Logins,2026-04-08 13:22:00.222296,Resolved,EMP3030
9786a88e-0498-4b8f-ba60-9c02ec3bfd89,026e0bb9-5e40-433c-ae4d-74c4750a305c,b4748f1d-ba24-4bcc-b4f9-de8d9bb0c984,Unusual Location,2026-04-08 13:22:00.539535,Open,
e74cc01e-cf31-448e-aa2e-1adbca899cae,db61ea8b-d708-4ca7-92ed-50ff77a84512,b9f2f7f2-57e6-4a92-bdfe-12c2c198615d,Unusual Location,2026-04-08 13:22:00.022982,Resolved,EMP3032
f39890ae-8405-46d9-8fb6-8c94116d73be,a05239b6-e326-4fff-b5f7-127871fef02f,0d40174a-cdbe-4362-9798-bf9672590a8a,High-Value Transaction,2026-04-08 13:22:00.911845,Resolved,EMP3036
dd93a175-aab7-463a-ae66-2724809f4859,4a2c5dec-681f-41b1-878c-77af32481d46,833c810f-1fa5-4a32-9686-3f4c9883241c,Suspicious IP,2026-04-08 13:22:00.788553,Open,
4b2f1f34-5dca-4188-9123-e847f5c7afba,99e1fe68-98c4-4d8b-8d42-04ceaabd0771,b4b55c2b-c1e0-479d-b7fd-d4a056ff9830,Suspicious IP,2026-04-08 13:22:00.892687,Escalated,EMP3039
c11dd739-8957-48fb-9bf6-0292850f68fe,4dbf74ad-0a9e-4a7e-b986-9550db509345,5327dfe5-03d4-4b92-94c6-5c95d3a12795,High-Value Transaction,2026-04-08 13:22:00.383916,Open,
122b4bb9-3d25-4f52-a0d1-8fa5c128d47b,3c3357c9-d3ed-4685-81c0-d10d58dbb674,c8b67059-5430-4870-85cf-b3e3e2f4a2f2,Unusual Location,2026-04-08 13:22:00.780615,Resolved,EMP3002
c44e94f5-321a-4b9f-9dd8-c755ba1c203d,d7e59c8f-74f8-4315-aade-49f36431ab58,59a631e4-390e-4168-850a-97d50681ce6f,Multiple Failed Logins,2026-04-08 13:22:00.745374,Escalated,EMP3026
4e7cc2ac-aac6-42bc-a3f1-27cdae06dc2c,b740f4a3-7bc7-4d1e-b090-ce622d550322,39fbea49-13c3-455f-a2d3-7095e6541cb9,Unusual Location,2026-04-08 13:22:00.529914,Open,
8ae9ac4b-0068-4b14-8598-c0e370480ce3,6a763193-0f61-4281-bdea-10abc5a78bde,733ddfa6-e0f8-4787-a782-6e62420f8b3a,Multiple Failed Logins,2026-04-08 13:22:00.438436,Open,
f85b905a-bfa4-44da-b7b6-94b53cfa3cac,49b40873-26ce-489a-8558-e6bd1f68b303,2586c67e-58c4-4b21-b3a6-e9b059dbf482,Unusual Location,2026-04-08 13:22:00.834851,Resolved,EMP3025
6886f592-e526-4177-83ea-a5c6688c943c,9a72aa70-52b9-42b4-8f36-7c34070ff965,acd3fad6-3e6e-47c0-8c22-3ac92855b7b5,Unusual Location,2026-04-08 13:22:00.307546,Resolved,EMP3020
52b69759-698b-477e-9bb6-1d10dc63e705,a692a618-1075-4ae2-8627-06a369fa4e67,a1a00410-385c-44c7-af21-04e30f4affca,Unusual Location,2026-04-08 13:22:00.602457,Open,
b0ed6b76-22d7-4d76-8624-155a67bfbf81,e11426b3-5b06-4b6f-b8c9-71dd1a2669f6,7f38eb89-6302-4cef-b8ab-dd5fbcdd8b83,High-Value Transaction,2026-04-08 13:22:00.227159,Resolved,EMP3044
f6c38356-e9aa-4e22-b164-08f24b6683aa,fbf49207-7500-4c62-9ee3-9d3229529b9f,0ae2f4e2-d9a8-47cd-9d26-66c511b5587d,Suspicious IP,2026-04-08 13:22:00.291215,Open,
eefdf7c6-2dae-434c-91f4-f8eff90a1765,5cb99496-2a85-4350-a037-8336f3d66554,25fdc30f-c125-4c34-b29e-0676f6132639,Suspicious IP,2026-04-08 13:22:00.969108,Open,
366596c8-da1f-4101-88d1-1dd0b3ebe046,6856eaba-fb3e-47b0-8281-0b7330de1324,40857448-f217-4524-8f7d-9de6b99ef817,Suspicious IP,2026-04-08 13:22:00.999624,Escalated,EMP3006
65e6465f-0292-4310-926d-2c583879c37c,529a79fd-3ba1-4114-a2d1-5081770dd8eb,403efb4f-8079-48da-a315-8832077020c7,Multiple Failed Logins,2026-04-08 13:22:00.709080,Escalated,EMP3038
59624490-d8d2-475a-8bff-e3dda3298919,99e46fa2-eb34-445f-ac53-bf6af3ac5a5d,312ea765-c800-40b7-83d7-e94a63ccd601,Unusual Location,2026-04-08 13:22:00.393085,Open,
7d616f86-f335-48f7-928d-5eebb0068012,185f6888-1072-4443-bdf0-a13c8ff66330,d860303e-b362-425b-9e62-bccbe49a3430,Multiple Failed Logins,2026-04-08 13:22:00.275665,Open,
d5b7557e-4c04-479d-b53c-5b4ab44d22fc,3c62477c-b6a1-47a6-91da-708b527ecb4b,56ef2ed1-3c6c-4ab7-94c3-4227e90ba3a1,High-Value Transaction,2026-04-08 13:22:00.276847,Resolved,EMP3029
5daabaf4-8e3a-440d-87e9-9880183416c7,b887b6d6-042c-49d1-985d-07705efde2de,139ff3c6-c74e-4d7c-be18-ffd0ae41bb41,High-Value Transaction,2026-04-08 13:22:00.011556,Resolved,EMP3024
233e476d-64ed-484a-a720-7ebd555dfd1f,15a405a5-52b2-4b8a-9f30-0a76114a02a0,9126551a-92ba-46dc-ae55-7f79ef05b4a1,High-Value Transaction,2026-04-08 13:22:00.030883,Escalated,EMP3001
28754a0f-b10c-4813-936f-219277f4008b,1cfe83e1-10b1-428c-ae0a-ee211d8ba6be,678884ea-7157-4a81-82b2-49352a1740a7,Suspicious IP,2026-04-08 13:22:00.079685,Open,
9b3d13b1-5a44-4448-8c71-527b51e220f9,590e8019-f2ce-4ba1-83c6-265d1e98ab2f,a89dde97-6cf6-4f66-bae1-bc925d5745c2,Multiple Failed Logins,2026-04-08 13:22:00.813688,Open,
b9646f21-4310-44b2-9910-c9c0707df2a7,dda172e1-f3e8-4cde-8723-02e4a024ba56,e9b42e62-4bd7-4681-8360-ae68fa7f6f22,Suspicious IP,2026-04-08 13:22:00.775170,Open,
e1c4488c-c9ab-4df9-ae68-2835cda4956f,d5000fc7-1dd8-4438-b614-83bf1ca3017b,59b5f0e7-47ca-49a4-af2f-8ac686ea0f19,Unusual Location,2026-04-08 13:22:00.238410,Resolved,EMP3005
eb77918a-9b32-4d35-8348-709fd2d510a2,d33a2e53-5333-4e93-9c28-be51c4e398c5,a4864a0a-22ad-448e-a89c-43c5b6e5ea58,Multiple Failed Logins,2026-04-08 13:22:00.051743,Open,
91e03828-0aed-43ef-ba41-e3b3f5b10094,6e511cc6-7215-41e5-8244-721c74ea1ece,5b4f6210-16b2-48fc-95bd-b249760a74e6,High-Value Transaction,2026-04-08 13:22:00.977554,Open,
806f25bd-e181-4d2d-a169-5f00e1009efe,2471074e-e9f6-44a5-8dd8-380826c2165f,a77da8d2-58e1-48b2-a16c-4bf5fe8073c8,Unusual Location,2026-04-08 13:22:00.102515,Open,
df392b6f-1a90-4fbf-82bc-763df70ef8ba,0c2a1aea-00ad-4f05-adb1-3a282935d904,6ac78bc0-6be4-4e79-b254-d7fc8c6c2f8e,Unusual Location,2026-04-08 13:22:00.829878,Resolved,EMP3032
fabfbd49-6f94-4fdf-954d-652b81609640,68ad853a-63a1-40c5-ba8b-1cc79f15d147,6d984dc8-1239-4bbb-a0a7-291e2a43b9cb,Unusual Location,2026-04-08 13:22:00.393246,Open,
c3dbc395-acdd-4b83-8fe0-0f11ed74c00d,fce2aa67-4ea9-414b-b2d4-7e08648980c8,6f847b67-a3c7-4288-9c99-54381792b0c8,Multiple Failed Logins,2026-04-08 13:22:00.722018,Escalated,EMP3018
b5e77b22-e816-40ec-bd0e-2254aecc6820,c896b1fc-6506-4d23-9b6e-e11d831db721,19872aca-2dba-4060-b2ba-e3cc0f776c52,High-Value Transaction,2026-04-08 13:22:00.916630,Open,
fec0e395-35cd-45ec-8e57-ca2b70905e84,e528421b-b19a-49e1-a2ef-0a84ca1616c4,ee445126-1cdf-4c98-ac32-6e5247692219,Multiple Failed Logins,2026-04-08 13:22:00.180268,Resolved,EMP3040
80b83124-1247-4387-aeea-d30fb1fa072a,f377af72-4feb-459c-bedb-cf8aed6d9818,d7420436-d13f-4b45-974e-92245e5827f8,Multiple Failed Logins,2026-04-08 13:22:00.779788,Escalated,EMP3018
34a17fbe-5577-40c7-be2b-ed41bc91a826,59d36e0c-4f08-4c1a-b933-0c493e9ba6ef,3e6c4240-0a14-49eb-91d6-4d57575c9e57,Unusual Location,2026-04-08 13:22:00.915141,Resolved,EMP3046
d5c5aaef-6996-47a2-97d0-afb8164e2692,75c1ba4c-55e5-49e8-8d97-13a9b5ee3dbb,7601144a-3d0d-4ce8-bcb9-51eed62c2784,Unusual Location,2026-04-08 13:22:00.226273,Open,
c97eb9fa-61f2-4b4c-a956-b11d8309ab44,85235f06-516c-4e8e-9577-e024d0c52325,3a3af62b-27c5-46dd-95c6-b0fc3219c8c2,Suspicious IP,2026-04-08 13:22:00.820849,Open,
34ce6601-724a-4bdd-b576-30ea98653ea7,82c6b811-2bbd-4705-accc-a335cd6342cc,f5e65567-84d6-4072-acce-365d11f27429,Suspicious IP,2026-04-08 13:22:00.376322,Open,
f1016341-62bc-49e4-9042-f40355218fc8,b6620c8b-9af9-4f50-9b6e-46a5977fc577,753f0046-f3d3-4dc2-b5b9-e19cbc743c96,Multiple Failed Logins,2026-04-08 13:22:00.928406,Open,
67e01295-3a2a-43ad-a659-7e55be308178,e5d4ba8c-5321-4216-ae47-5f7dd4985850,55458b24-c539-45db-afa1-f105042c2364,Suspicious IP,2026-04-08 13:22:00.738917,Escalated,EMP3005
5559eb78-f459-4335-afa7-fd4cf21ad06c,8968fba7-df83-4ec4-bd87-6c2ee430b481,57cb1896-411b-414a-8060-2177e1d28a1e,High-Value Transaction,2026-04-08 13:22:00.290661,Open,
01789435-5ef4-4aa2-a529-49d8da90f6cd,c9a01c3a-e924-4c4d-86ac-698852609fb5,5fb85eb8-b68c-4302-80b6-813e90d4a6bc,High-Value Transaction,2026-04-08 13:22:00.504841,Resolved,EMP3038
d97bb345-d437-465a-a8e5-ac2f1d0df30c,fd3a4ddb-5c76-4c17-9609-faaa7a0a74a5,05a7dcf4-6fc8-4627-afb0-52da1921741c,Unusual Location,2026-04-08 13:22:00.096003,Open,
8e3eaca2-3e77-4d9f-b4e9-7087b25cfd12,6887d64d-dba0-41d7-bfb4-2cb79b0a6a0a,6a5e57f9-bc2f-4793-a206-4c586c956148,Multiple Failed Logins,2026-04-08 13:22:00.981671,Escalated,EMP3012
3dbe152e-e3dc-4f90-8bbb-d0d09c9a3685,525a57a4-541f-4d7f-9fcf-404d85e27086,d971117c-f859-4c89-a97f-90fbd0c385b2,Multiple Failed Logins,2026-04-08 13:22:00.208800,Open,
af4c9705-a386-434a-8af1-8d09d9f57bce,10a6f4d0-6f38-4fa6-a11d-cd2ba57210e9,f2711123-01c1-4f03-99d5-d8e600ddce71,Multiple Failed Logins,2026-04-08 13:22:00.685067,Open,
4685e1de-66ef-40c5-a038-cfe82b75ee6b,91e44591-1646-4a6b-b80f-5bfaec79a81f,ca2f3bb0-af14-47a3-b048-1af65eaf1f64,Suspicious IP,2026-04-08 13:22:00.320779,Resolved,EMP3023
fe5a27cf-adb7-4372-8f15-b5faa5061c3d,bf93bae6-3309-4cd4-9e1d-f4e8d39a6fe4,6b722e7d-8583-4eb6-83ef-60add1741fd9,High-Value Transaction,2026-04-08 13:22:00.646042,Open,
330a33c1-ba52-4cfd-9f47-032af82e852a,ff35b513-9ce0-4265-bea8-424ae7aa4b80,75864193-5963-4021-a932-8d081804f47e,Multiple Failed Logins,2026-04-08 13:22:00.485835,Resolved,EMP3019
458fd0c1-a68d-4672-b84a-e8ab1a20eff8,9c742457-be3e-4b5a-a8be-e0b269ffa701,8b646c78-b6bc-4d91-a56d-f63301300571,Suspicious IP,2026-04-08 13:22:00.153724,Open,
d8b76031-8ea7-4ffe-8629-7e75fb9744a0,358f97fa-7c78-420e-a9ec-3f6c8743c799,45cf42fc-1144-4d76-9aee-bdc124243ae0,Unusual Location,2026-04-08 13:22:00.571042,Open,
73d9daac-cfbe-4148-b4e5-cc7f02e0cf44,8119c7d0-68bb-4f48-8185-1e3418cd1b00,44d739c6-b7f9-42c7-81f0-731b37c0306e,High-Value Transaction,2026-04-08 13:22:00.910211,Open,
d3c66158-df80-43a8-8495-9ed504eef9a3,11a741fb-e087-4e25-935e-600dd8983a11,8503406e-52d3-4ad7-bcf1-c021d0b5a210,Multiple Failed Logins,2026-04-08 13:22:00.623907,Open,
cbfb2a89-c84d-451a-8d4c-ec4611716d83,d4edab76-0ee1-4416-89e2-d9b9b334f02f,cc8e9a7b-7bb4-45a9-ac63-657700c959fb,Suspicious IP,2026-04-08 13:22:00.040638,Resolved,EMP3001
1537cbb2-a84a-4931-93fd-3f5da5663fbf,803f4976-9445-4fd5-a775-9d235d554cba,4c8f339f-f783-491c-9150-f9ea01299d39,Multiple Failed Logins,2026-04-08 13:22:00.996029,Resolved,EMP3030
7724942c-0268-425b-96cb-779818c908db,90b2bb5d-4a8e-45aa-b58e-680caf4ee355,f4575b67-33bf-4514-b4c2-b1ae58d1d695,Unusual Location,2026-04-08 13:22:00.494581,Resolved,EMP3046
d39be80e-d6a1-4d7a-a381-ab2d56a74f2b,9f6bf19c-b07a-4ca4-a9ff-fd5bf06b9189,77dbbd86-e923-4825-b1ed-745d9d1b0e5b,Suspicious IP,2026-04-08 13:22:00.283509,Open,
7af486d6-c684-460d-aeaa-66f3e00c4233,2c2c50d4-c275-470b-9795-5f6baeefb3b4,4c71b721-b092-4afb-9381-f82c55120b86,Multiple Failed Logins,2026-04-08 13:22:00.763026,Open,
58311cb2-2a09-444e-9c16-df1ccb0e199f,aab11a58-88cb-41f0-a7e0-71a7edb8bef2,f0ffb374-ea49-4293-84b9-f99d305a7e4a,Unusual Location,2026-04-08 13:22:00.605914,Escalated,EMP3028
545ff37c-8fd5-45d4-9b5c-d3d5b4a4ec5d,cf57fde7-b7c5-4c3a-89e8-84336b589ee9,39f9ad84-1b13-45e2-ada0-5c47bc7092d0,Multiple Failed Logins,2026-04-08 13:22:00.992635,Open,
be263320-729a-477c-b829-b558cc557ea3,ea6d76a5-f58c-4dae-9e3d-ee591353d0e5,39a157a9-0c6d-4ed7-bd47-8554c31d65e4,High-Value Transaction,2026-04-08 13:22:00.436184,Open,
c0ffa8ff-4275-4d0a-8494-af3e9fd722e1,8bf148b9-85d6-4f27-bc35-823d673939ea,58ce038b-7c32-45c1-9158-2d632788b771,Unusual Location,2026-04-08 13:22:00.533587,Open,
561c5c5c-e0de-432f-9f92-ecdd5a5eff4b,a6a85bbf-b891-4d5e-92d0-599ee5a3969b,ca85be00-14f8-4afd-9070-e21b0d8bf09a,Unusual Location,2026-04-08 13:22:00.866128,Resolved,EMP3024
1b741f03-881a-4b5a-9fb5-850917f2bf72,132a0feb-6608-434d-8072-46e035b2ae06,48cc21d7-d07c-474d-ad76-be46991ec6ce,Suspicious IP,2026-04-08 13:22:00.412567,Escalated,EMP3019
46aeec9c-833f-4194-9c53-dc89c75c4332,2dd3ae1c-02ce-460e-9dfb-dbceb308a6ff,766581c2-bb39-472c-8c7a-2792f06bd54c,Unusual Location,2026-04-08 13:22:00.763579,Open,
697eaf21-44e3-450b-bcbf-402df86f64cf,c74437e8-3004-4eb6-ab31-7507df250d21,b500a144-960e-4807-8391-38fb473fc318,High-Value Transaction,2026-04-08 13:22:00.194178,Open,
a1c5cc38-0fad-4c23-b261-3acdbc9caa0a,a52027a4-adec-408a-be48-2713ba6cbe82,68e5b04e-88d7-468a-856d-d31ec2822cd4,High-Value Transaction,2026-04-08 13:22:00.651596,Resolved,EMP3010
