PAYMENT_ID,LOAN_ID,ACCOUNT_ID,PAYMENT_TS,DUE_DATE,PAID_DATE,PAYMENT_AMOUNT,PRINCIPAL_COMPONENT,INTEREST_COMPONENT,PENALTY_COMPONENT,PAYMENT_METHOD,PAYMENT_STATUS,RECEIPT_NUMBER,CREATED_AT
8387077889,9882342378,5868524793,2024-12-08 06:20:57,2025-01-04 06:20:57,,37607.3,34333.9,3193.05,80.35,DEBIT_CARD,LATE,7aa7f239-45bb-4e35-ae22-0940985057fa,2022-10-19 20:28:54
4487147225,2589626532,65786601,2023-12-05 23:27:50,2023-12-14 23:27:50,,2235.4,2028.62,194.75,12.03,DEBIT_CARD,PENDING,b33798b1-d822-4aca-84d8-68325caad4d6,2024-06-27 14:25:38
4192897444,6772626366,6954909966,2023-07-28 23:30:28,2023-08-10 23:30:28,,19687.669999999995,17161.42,2471.24,55.01,BANK_TRANSFER,LATE,bf9f4a5e-6498-4f24-acbf-06b1e6928449,2025-05-15 14:35:50
3000572987,2904814799,9771391558,2022-10-11 15:57:22,2022-10-27 15:57:22,,197.84,98.12,13.44,86.28,BANK_TRANSFER,PENDING,ae615cde-648c-4d8c-a0f8-ecb2a3b4a6dc,2020-03-20 22:36:29
6967303130,6555993945,8336299564,2022-08-16 19:56:01,2022-08-17 19:56:01,2022-08-16 19:56:01,6749.499999999999,6582.36,85.57,81.57,BANK_TRANSFER,PAID,491d657c-7024-451c-a00a-4d5a17cdf500,2021-07-26 03:45:25
1632551216,5120133838,5677120965,2023-03-10 18:16:51,2023-04-02 18:16:51,,3468.17,3059.73,318.21,90.23,DEBIT_CARD,LATE,1a4477f0-0b62-4a77-a10a-7a5ea4db9fa0,2023-06-05 04:47:29
8513929137,5330329304,1364179605,2022-01-22 12:05:49,2022-01-28 12:05:49,,1959.21,1882.49,39.53,37.19,BANK_TRANSFER,FAILED,0b0a1ba2-70e7-4bf5-be3e-92eb3468f399,2025-01-31 22:36:56
6600960579,7718669353,2253027496,2023-11-04 09:47:07,2023-11-21 09:47:07,,1272.73,1172.27,78.54,21.92,CREDIT_CARD,FAILED,2e0e3722-b761-44e5-9f11-0ade03a68cd2,2025-06-19 20:20:17
278368364,5656266150,2922596079,2021-03-25 12:52:18,2021-04-07 12:52:18,,15608.519999999999,14890.08,670.05,48.39,DEBIT_CARD,FAILED,bb6cb09a-4d68-490c-b7e3-c4dbaec89efa,2023-04-26 17:29:58
9922715680,4147987005,493323793,2023-09-14 16:38:55,2023-09-26 16:38:55,,40630.91,36883.86,3651.5,95.55,CREDIT_CARD,PENDING,f3c79209-d2f0-419d-a7b6-f238216d38bd,2023-04-02 09:42:01
9928450558,5649230710,4816939897,2024-09-22 12:44:47,2024-09-25 12:44:47,,24555.780000000002,22803.99,1710.3,41.49,BANK_TRANSFER,LATE,d83c2301-1d47-43c6-8ecb-a3bc381b7db8,2022-11-02 09:50:10
757023905,2198370273,670855583,2025-10-15 00:11:01,2025-11-02 00:11:01,,6458.53,5833.24,606.66,18.63,DEBIT_CARD,FAILED,e51eb9d6-0ee0-42db-b29d-092b766df27e,2026-01-31 20:34:14
5414432786,458521788,6470825906,2021-01-09 05:21:34,2021-02-02 05:21:34,,4675.14,4396.16,246.18,32.8,BANK_TRANSFER,FAILED,099cd995-5de1-430b-86d2-b41a7af7dcb6,2021-07-25 06:43:04
4689037831,3192480284,5583038531,2023-06-13 22:25:49,2023-07-11 22:25:49,,6307.379999999999,5901.04,365.86,40.48,CREDIT_CARD,FAILED,0c26abdb-7a66-4292-8c28-285ddd3a9b54,2025-11-07 19:29:13
2533441627,5629607431,8997307975,2025-10-12 21:25:29,2025-11-01 21:25:29,,3768.7200000000003,3280.26,469.08,19.38,DEBIT_CARD,LATE,8af37d82-62d9-4813-8413-bd249238e5af,2025-11-28 17:32:49
4255516999,9002341020,8368383627,2022-02-20 00:54:12,2022-02-25 00:54:12,2022-02-20 00:54:12,232.52,146.69,8.36,77.47,BANK_TRANSFER,PAID,8a7614d8-8db5-4a29-a792-56c547bcb306,2020-02-29 03:27:00
2057886602,1289692680,8957565639,2022-12-27 11:20:28,2023-01-04 11:20:28,,9673.34,9258.52,324.05,90.77,CREDIT_CARD,PENDING,a9b4d93d-67b2-4e14-8fdf-7c16f55cf26a,2025-04-06 12:34:10
2542218158,7304482675,873059733,2025-02-18 23:25:42,2025-02-26 23:25:42,2025-02-18 23:25:42,9833.67,8862.89,921.74,49.04,DEBIT_CARD,PAID,ef90be28-ef6d-4662-8459-0bd88a4afaf2,2020-07-03 12:34:00
8689809021,5098342839,8584224287,2021-05-01 04:55:43,2021-05-27 04:55:43,,3230.37,2831.77,317.16,81.44,CREDIT_CARD,FAILED,04baeaeb-f3e4-424f-af3f-f49d7c96a221,2020-09-04 14:26:41
2524247281,2446014192,7329673298,2024-06-03 10:07:37,2024-06-23 10:07:37,,591.9300000000001,538.35,20.46,33.12,CREDIT_CARD,FAILED,0f48a5a0-5f82-4152-9550-ebe11d4882aa,2023-05-21 20:50:52
621008202,1238888846,800731225,2024-04-13 20:04:11,2024-04-28 20:04:11,,14011.640000000001,13367.6,561.44,82.6,BANK_TRANSFER,LATE,8f91fa83-8f48-46f6-9d22-dd499f1c200f,2025-09-22 03:40:42
8291931339,568325594,6749005463,2024-11-16 07:05:59,2024-12-16 07:05:59,,2034.25,1773.7,180.92,79.63,CREDIT_CARD,PENDING,43a4c6d1-c46c-41c7-b905-0f1f0d6064df,2023-09-16 06:19:11
9955802397,6205946137,1256932655,2025-12-23 14:24:03,2026-01-17 14:24:03,2025-12-23 14:24:03,2032.1699999999998,1817.05,203.51,11.61,CREDIT_CARD,PAID,95a41671-8287-4946-ba1b-7733b1485dfe,2020-08-07 23:24:19
1808649742,8676997675,5691138024,2021-04-07 19:44:58,2021-05-05 19:44:58,2021-04-07 19:44:58,23321.07,20967.32,2285.44,68.31,DEBIT_CARD,PAID,efb81ff4-6143-449e-b6cc-9fb70e70a1c3,2024-03-17 06:01:15
6932956773,8657940739,884359208,2024-05-11 05:19:56,2024-06-06 05:19:56,2024-05-11 05:19:56,741.7400000000001,621.98,64.69,55.07,CREDIT_CARD,PAID,910771ce-99d9-418f-83be-abb6286011ba,2025-06-13 02:44:26
1283309899,4383836377,7257522541,2022-01-28 01:43:13,2022-02-02 01:43:13,,708.78,588.25,37.65,82.88,BANK_TRANSFER,LATE,5e89d3d8-eccf-4706-bec8-4f63a631b7a1,2021-12-31 12:27:56
8715854628,8067684174,363503903,2022-03-01 15:32:58,2022-03-18 15:32:58,2022-03-01 15:32:58,7572.35,6631.08,875.3,65.97,DEBIT_CARD,PAID,3f067d4a-869b-4395-8373-3d7135b7a6ef,2024-06-13 22:32:30
1210045872,8180035501,8901120019,2026-03-17 09:18:31,2026-03-19 09:18:31,,720.5699999999999,560.3,68.36,91.91,BANK_TRANSFER,LATE,efc2add8-b4f0-48ff-8541-9eb2e2f3dfb2,2022-02-26 09:29:09
6871794812,6184433042,4274138082,2023-10-28 03:56:04,2023-11-09 03:56:04,,5408.55,4950.74,371.31,86.5,CREDIT_CARD,LATE,e8884d8c-570d-4abb-ad8e-6dfa9108e2e3,2024-03-15 00:54:26
6567666734,3626183030,6870968480,2022-11-12 17:58:09,2022-12-08 17:58:09,,2796.88,2598.91,171.53,26.44,CREDIT_CARD,FAILED,a49edfe6-f7b1-49d8-8d96-2c1f0ef401a1,2023-10-22 11:57:35
3751061679,811436267,8344181785,2023-07-13 05:43:24,2023-08-01 05:43:24,,2643.9300000000003,2412.26,219.52,12.15,DEBIT_CARD,PENDING,56e6b06b-b57a-4816-965c-32a0664b57a8,2020-05-15 19:22:52
4375129107,4246754874,7878227737,2021-08-24 07:03:40,2021-09-04 07:03:40,,1526.85,1342.25,150.33,34.27,DEBIT_CARD,FAILED,a42c93ca-a428-4bb6-a98a-76ac5ac64064,2024-01-07 07:56:56
2601699002,8587683980,7227699529,2022-01-10 14:07:21,2022-02-02 14:07:21,2022-01-10 14:07:21,9129.03,8620.28,448.25,60.5,CREDIT_CARD,PAID,1cd821dc-bda5-4740-87f1-d4c905033722,2024-05-13 11:53:23
2263449904,1456650556,4429458850,2025-03-06 08:25:55,2025-03-10 08:25:55,,1015.6,801.26,115.38,98.96,BANK_TRANSFER,FAILED,75e7770b-f87f-4aa9-abad-0f2ede06805f,2022-03-17 20:45:43
4556873874,2574113961,6876490188,2020-06-07 18:25:09,2020-07-03 18:25:09,,8106.530000000001,7069.31,968.5,68.72,DEBIT_CARD,PENDING,a4ca5c25-e42d-440c-8364-913d9315e495,2024-12-11 23:02:55
6513382667,1299142570,3069665251,2023-02-25 05:10:09,2023-03-25 05:10:09,,16456.510000000002,15524.38,884.89,47.24,BANK_TRANSFER,PENDING,8253d151-3e97-4fbd-872f-7ee12c8f6b93,2021-11-29 19:23:14
1553104746,8425188649,3971574891,2025-06-13 05:37:37,2025-07-09 05:37:37,2025-06-13 05:37:37,73.85,53.69,1.5,18.66,BANK_TRANSFER,PAID,5ba69172-82df-4c01-b470-8935083f5b6f,2024-12-11 14:11:01
2349014781,5228267991,9728144722,2023-08-18 03:02:00,2023-08-29 03:02:00,2023-08-18 03:02:00,8540.279999999999,8038.83,426.06,75.39,BANK_TRANSFER,PAID,bb4418b8-fe10-48b4-8cd3-fa909de49cc8,2021-02-04 16:17:25
4669690091,6314773973,373991903,2026-01-04 03:31:01,2026-01-20 03:31:01,,2462.3999999999996,2137.43,254.35,70.62,BANK_TRANSFER,PENDING,293452c6-4b89-4464-ac1a-2eeea4a484f5,2021-09-18 11:09:41
7654939922,4051909564,2336875969,2023-11-21 07:27:30,2023-12-04 07:27:30,,26944.12,24941.85,1920.52,81.75,CREDIT_CARD,LATE,bfd4ff55-b70c-4dfc-a06d-a52c17511088,2022-08-29 17:22:20
5398450057,8742453242,1749433328,2021-10-19 16:30:08,2021-10-30 16:30:08,,27963.410000000003,26570.11,1381.65,11.65,CREDIT_CARD,LATE,09072d27-ee2d-485b-b602-2ec94a55c139,2024-01-18 06:55:19
4547146364,6000946426,2373884983,2023-06-01 20:10:54,2023-06-03 20:10:54,,1099.3400000000001,979.84,71.53,47.97,DEBIT_CARD,PENDING,483e2308-7974-4110-ba73-223dd5599547,2025-08-12 21:19:55
1831205727,3612529043,6913731622,2023-02-28 17:14:22,2023-03-28 17:14:22,,27621.070000000003,24679.58,2862.83,78.66,DEBIT_CARD,FAILED,777cb7ba-5249-407b-b145-a1cf7bc34d7b,2022-08-05 12:41:39
3171700644,9576603195,9960831936,2022-03-03 03:35:32,2022-03-30 03:35:32,,17640.68,17332.8,259.99,47.89,BANK_TRANSFER,LATE,3ca046ee-acc4-48f7-b4f8-5890da013ab6,2023-03-05 22:47:46
7316479641,3249601437,7706001472,2023-03-20 19:29:52,2023-04-17 19:29:52,2023-03-20 19:29:52,1327.8899999999999,1184.8,68.72,74.37,BANK_TRANSFER,PAID,f102b316-4475-45c9-a37d-6b75ace4d562,2021-10-25 19:06:56
6361511986,1262234177,2086024131,2020-11-05 08:15:59,2020-12-05 08:15:59,2020-11-05 08:15:59,8468.619999999999,7902.58,521.57,44.47,CREDIT_CARD,PAID,df030fef-6615-4746-945a-25a2f976345d,2024-07-12 01:10:28
1303345114,9176391306,6113343285,2020-05-09 13:46:46,2020-05-23 13:46:46,,14723.429999999998,12951.48,1696.64,75.31,BANK_TRANSFER,PENDING,7cf9aaa9-482d-417d-b6bd-76cad200479e,2023-08-08 00:17:32
8297297194,7903820993,7346127043,2020-07-28 06:55:47,2020-07-30 06:55:47,,10748.17,10020.45,641.31,86.41,BANK_TRANSFER,LATE,d25dc2fa-c4f7-4a82-8b23-1c907183d50a,2022-06-06 04:18:21
200574600,8181800391,4530890137,2020-12-18 14:17:27,2021-01-01 14:17:27,,1295.9,1177.46,93.02,25.42,DEBIT_CARD,PENDING,4977af47-322e-4a4a-b529-d4a465931298,2023-08-09 09:58:31
8422853560,4757663786,9963979832,2020-04-18 15:50:15,2020-04-19 15:50:15,,4736.42,4132.39,541.34,62.69,DEBIT_CARD,FAILED,9e9dabaf-81d7-451f-b0e1-a49bd4c02f5a,2021-02-12 17:36:21
1748430306,5232098197,8689457261,2023-09-22 01:21:08,2023-09-25 01:21:08,2023-09-22 01:21:08,4666.85,4338.29,264.64,63.92,CREDIT_CARD,PAID,a53f4c8e-92da-4109-9076-50aa8734e3e2,2023-06-26 22:58:30
9690971692,2548508746,8021824855,2020-06-06 03:42:11,2020-06-25 03:42:11,,147.82,70.21,4.21,73.4,DEBIT_CARD,LATE,aa35dc1d-6aa1-4950-8d6e-bf29720be6c1,2023-06-19 04:35:06
4607187372,1634542672,4458309608,2021-08-25 14:40:46,2021-08-27 14:40:46,,248.33999999999997,163.34,11.92,73.08,DEBIT_CARD,PENDING,0d1ca141-a55c-4b1f-8fbd-3b7704cafc42,2021-08-30 18:43:59
4069202090,7970736501,8040976243,2021-09-28 20:20:57,2021-10-22 20:20:57,,26955.880000000005,23979.74,2973.49,2.65,CREDIT_CARD,PENDING,a618c20f-ce0e-46e9-8e49-2f8505a7754b,2025-01-27 02:48:36
1604659997,3530579585,3508732941,2022-05-12 23:17:45,2022-06-09 23:17:45,,7936.54,7437.65,490.88,8.01,DEBIT_CARD,LATE,8f95e737-f032-4dd0-8ba6-737ec4e20ba9,2022-05-27 20:10:50
9815791206,9843095063,118035444,2021-08-24 14:47:43,2021-09-11 14:47:43,,7931.91,7307.42,613.82,10.67,BANK_TRANSFER,PENDING,160d61b8-22fa-488f-b209-1c1d1c68bcb2,2023-10-30 17:06:43
4356813557,9282478181,2320076225,2024-02-08 22:34:17,2024-02-20 22:34:17,,21858.89,19914.73,1931.73,12.43,DEBIT_CARD,PENDING,82707535-5014-449a-a802-ab00651725f2,2024-06-02 07:03:36
1863684943,5647761243,6362811413,2025-12-09 02:53:05,2026-01-04 02:53:05,,7813.36,6875.37,921.3,16.69,DEBIT_CARD,LATE,469bd68d-13e4-4384-bd8b-dcfaf9f211b2,2022-01-12 07:28:21
8202150697,8266522727,8908442978,2021-04-30 17:05:39,2021-05-05 17:05:39,2021-04-30 17:05:39,913.44,849.14,38.21,26.09,CREDIT_CARD,PAID,2a967659-c20b-4187-888f-4a526bf87160,2020-09-05 06:37:42
9760707298,5888214305,2207876973,2025-06-10 21:28:00,2025-06-30 21:28:00,,12696.65,11040.18,1578.75,77.72,BANK_TRANSFER,FAILED,0205779f-b776-4f23-a7e6-1469d776ca3e,2023-12-28 05:55:47
2684915575,9207719373,2734045841,2022-06-08 05:54:22,2022-07-06 05:54:22,,2735.17,2505.12,222.96,7.09,BANK_TRANSFER,LATE,16fca838-dae9-4086-8786-6a1433f1931c,2024-11-24 21:42:38
7308893059,1497122682,4652331330,2023-03-02 18:14:51,2023-03-07 18:14:51,,383.23,288.35,38.93,55.95,CREDIT_CARD,PENDING,9199d3a1-ad4c-416b-9fec-917212eafe60,2025-05-19 18:36:48
1409490119,7186152931,9557976942,2024-03-30 06:41:37,2024-04-02 06:41:37,,5570.349999999999,5387.7,177.79,4.86,CREDIT_CARD,LATE,b9dbf257-81b2-484a-a87a-02148eea081a,2022-12-01 07:13:49
4702864498,1136099336,9905414165,2020-12-10 12:52:05,2021-01-01 12:52:05,,4570.96,4431.17,101.92,37.87,CREDIT_CARD,LATE,2d974132-da2d-4b13-a09a-753979800679,2025-07-24 02:14:54
9216999613,9141962316,8145424907,2025-04-04 01:13:13,2025-04-10 01:13:13,,372.03000000000003,294.8,23.88,53.35,CREDIT_CARD,FAILED,8e8c63e7-63ed-4c81-bc54-21378e506c77,2020-10-25 15:06:44
5989756302,4773267634,3891407159,2025-09-30 14:39:18,2025-10-25 14:39:18,,5724.13,5034.32,594.05,95.76,DEBIT_CARD,LATE,5b7208b6-1d20-48ee-9f1f-ee84a06d57bf,2021-10-21 04:40:06
608640867,6535284819,4144635234,2020-01-15 04:53:52,2020-02-02 04:53:52,,11897.91,10739.67,1149.14,9.1,BANK_TRANSFER,PENDING,689d9179-9d95-4b0f-af1a-a987e5ee3567,2024-02-05 17:54:07
3991681728,8220759826,3793652743,2023-01-21 21:11:53,2023-02-04 21:11:53,,571.6,486.75,7.79,77.06,DEBIT_CARD,FAILED,33955b17-6f59-478c-abca-25458591d5db,2021-12-18 12:41:18
855182964,6846047948,4642165711,2022-04-28 13:29:47,2022-05-12 13:29:47,,6874.57,6474.72,323.74,76.11,BANK_TRANSFER,LATE,f8e69ea8-a99d-49e6-8e8e-2a23af15d219,2020-07-05 00:11:28
4762569720,3204260776,1705325033,2023-09-15 07:27:08,2023-09-26 07:27:08,,187.07,115.22,10.95,60.9,BANK_TRANSFER,PENDING,37f5b6df-a6ee-41a6-9fed-50124e286cae,2020-06-20 18:53:56
3784729428,55362533,3435246640,2021-07-19 04:38:07,2021-08-16 04:38:07,,7641.8,7446.55,178.72,16.53,DEBIT_CARD,LATE,1467d901-0f57-4c14-8ce7-de5c96847933,2025-06-15 06:40:28
5863974052,1550008174,1010753313,2022-03-20 14:48:54,2022-04-08 14:48:54,,889.6500000000001,728.07,105.57,56.01,CREDIT_CARD,LATE,87d7c8a0-f589-489c-aafc-29e2550898b8,2022-12-28 05:32:07
7782538404,1448964104,6200308507,2023-01-20 02:27:33,2023-02-14 02:27:33,,170.75,130.3,17.98,22.47,CREDIT_CARD,PENDING,72e33b2d-8467-42bb-ae53-116a71941d71,2023-08-23 01:11:05
1041801938,8940828674,2599069895,2024-10-26 17:01:42,2024-11-18 17:01:42,,7242.1,6463.34,717.43,61.33,DEBIT_CARD,PENDING,149b2cc9-aca2-4533-bd7e-a6b013232138,2024-06-11 00:39:54
3170028149,7143349373,9595030994,2026-01-21 10:59:38,2026-02-14 10:59:38,,6959.46,6582.63,355.46,21.37,CREDIT_CARD,LATE,c81ef706-d7f4-46df-9b0a-512adaff50b5,2023-01-26 02:16:00
7816844268,2687912705,4303884672,2022-11-06 01:18:08,2022-12-01 01:18:08,,4760.61,4555.68,145.78,59.15,BANK_TRANSFER,LATE,d413367d-2be8-44de-877a-eca3c098e369,2023-12-20 23:41:41
4310500191,8169374418,421224987,2024-06-21 15:45:57,2024-06-23 15:45:57,,1206.71,1070.87,81.39,54.45,BANK_TRANSFER,LATE,40b76a4b-0904-4f7c-95f3-1162e95835d3,2020-04-01 20:30:42
7398829897,3010599063,9755378974,2022-02-08 00:00:17,2022-02-17 00:00:17,2022-02-08 00:00:17,1363.58,1203.55,149.24,10.79,DEBIT_CARD,PAID,4c548706-67b2-41ac-84a6-616f45393b6f,2025-11-16 08:50:20
5338986002,1691261944,2517301303,2021-11-18 03:25:28,2021-12-03 03:25:28,,7083.450000000001,6230.76,803.77,48.92,BANK_TRANSFER,FAILED,b0da9b1d-1fc0-466c-8504-857e430ef086,2021-12-19 07:29:16
1806608310,7822971923,5453048720,2026-03-21 06:57:27,2026-04-14 06:57:27,2026-03-21 06:57:27,3398.94,3195.5,143.8,59.64,CREDIT_CARD,PAID,d8f675c9-d515-4cf7-999a-db0896e97174,2021-10-19 06:23:11
3855162185,9870703334,4207358759,2021-10-18 12:59:23,2021-11-07 12:59:23,2021-10-18 12:59:23,24677.070000000003,22023.24,2642.79,11.04,CREDIT_CARD,PAID,5c4a0620-4f8a-4f4b-8c06-9a7c8e7b5a7d,2022-03-16 11:19:51
6587895059,1955888664,3771104559,2024-12-25 02:42:41,2025-01-05 02:42:41,,7970.64,7296.93,656.72,16.99,CREDIT_CARD,PENDING,492225e0-e192-4eeb-abdb-bf2c8fe2455d,2022-07-28 00:47:59
1231918540,112365532,7188977588,2025-03-25 16:41:49,2025-03-30 16:41:49,,838.9200000000001,707.96,101.24,29.72,CREDIT_CARD,PENDING,b8ba71ff-0ac4-43d4-af61-557a5a6a14a5,2023-09-30 02:12:22
4354602562,1334567114,9889033146,2023-07-19 20:06:24,2023-08-09 20:06:24,2023-07-19 20:06:24,2997.3099999999995,2575.79,332.28,89.24,BANK_TRANSFER,PAID,8f4cd646-ff01-4e2a-a150-3e2d6cd6b4af,2024-03-07 09:40:02
6455954070,4630188560,1250698574,2024-02-21 04:42:46,2024-03-21 04:42:46,,12243.279999999999,11787.9,365.42,89.96,BANK_TRANSFER,PENDING,4b49605e-fd01-4197-b692-dd2aff4112f5,2021-04-01 08:16:59
7673690776,1320501504,4069646911,2023-12-03 20:50:52,2023-12-15 20:50:52,,12234.890000000001,10747.62,1407.94,79.33,DEBIT_CARD,FAILED,7cdd443b-2247-49e9-8a11-47527297147a,2025-10-13 17:31:54
2903869442,1169894364,8341111098,2020-10-05 06:14:00,2020-10-27 06:14:00,,1508.85,1376.61,52.31,79.93,BANK_TRANSFER,PENDING,81ec1140-cbda-4cdd-8de8-ed38895dc1ee,2023-02-13 13:11:32
1420815738,3279393706,8262902802,2023-03-21 12:51:13,2023-03-22 12:51:13,,11441.880000000001,10807.41,583.6,50.87,CREDIT_CARD,PENDING,4d6b6210-43ac-48dc-9ba7-5627ce7a98e5,2021-03-31 14:13:18
6703225608,2690595815,3792029435,2026-01-06 21:05:05,2026-01-17 21:05:05,,7611.7,6899.32,689.93,22.45,CREDIT_CARD,PENDING,b949de09-17db-4ac7-827c-610cb7c7a3cc,2024-12-05 19:56:59
430038435,7780161931,263670240,2024-02-12 05:57:52,2024-02-21 05:57:52,,3850.2300000000005,3499.28,304.44,46.51,CREDIT_CARD,FAILED,21f0e275-9a20-48a7-8e00-e25f91384a99,2020-10-10 09:22:06
7499954131,7257524364,5365520227,2022-09-02 00:58:43,2022-09-09 00:58:43,,561.27,537.43,8.6,15.24,CREDIT_CARD,PENDING,df28d147-091d-494b-b5f8-a0a34a360468,2022-01-13 03:27:50
5081442994,405017949,5621680341,2025-07-21 21:58:32,2025-08-05 21:58:32,,223.39,136.7,4.37,82.32,BANK_TRANSFER,LATE,20d78028-0178-4469-ac28-0937a7f366a8,2024-08-26 12:58:37
9878723380,206957826,3312714314,2022-05-01 14:44:41,2022-05-08 14:44:41,,1407.21,1233.18,80.16,93.87,DEBIT_CARD,FAILED,b528ec78-113f-4abc-a30d-8f994cab6dad,2023-09-25 10:03:43
9936608953,2063463219,2251089646,2025-04-02 21:16:08,2025-05-02 21:16:08,,3397.7799999999997,3115.21,274.14,8.43,BANK_TRANSFER,LATE,76faede7-ac11-404a-84a0-64482602cfec,2026-03-15 08:04:50
6685358812,4517328347,9821676534,2020-03-27 11:15:31,2020-03-29 11:15:31,,2890.7999999999997,2587.37,279.44,23.99,BANK_TRANSFER,PENDING,f9b8dcb2-6b2e-421e-9e80-ae9c46785a30,2023-04-10 06:48:08
9046565134,9882818022,4835111649,2021-10-10 18:19:34,2021-10-11 18:19:34,2021-10-10 18:19:34,17256.87,16224.03,989.67,43.17,BANK_TRANSFER,PAID,1be1fa16-b725-448d-bd40-6c4d2602c66a,2021-09-28 09:49:48
5176720605,1099695222,4856149580,2025-10-03 13:08:32,2025-10-09 13:08:32,2025-10-03 13:08:32,13155.09,12953.24,155.44,46.41,DEBIT_CARD,PAID,55c20801-4af4-4221-bead-d95f6dc68778,2023-06-11 04:56:40
7503775343,7120521350,9362641411,2023-11-19 02:56:06,2023-12-15 02:56:06,,2159.38,1810.05,255.22,94.11,BANK_TRANSFER,LATE,644372ee-3ca9-4132-a54d-ceb3f97d4f3e,2021-10-29 16:32:05
862439968,5590985666,9516186006,2022-06-24 22:37:51,2022-07-18 22:37:51,2022-06-24 22:37:51,2534.9,2405.29,69.75,59.86,DEBIT_CARD,PAID,403f7bb6-5dad-4650-9566-d6c0b2984b5b,2025-08-08 22:08:53
8999691886,5135887205,3088932844,2023-02-05 08:02:23,2023-02-07 08:02:23,2023-02-05 08:02:23,3637.3699999999994,3251.97,325.2,60.2,CREDIT_CARD,PAID,106ac731-c1f9-4c6d-b8e8-93f6a53d4a8f,2025-06-29 03:08:53
610149077,3499596082,6301843368,2020-01-16 23:41:13,2020-02-12 23:41:13,2020-01-16 23:41:13,8902.3,8189.04,646.93,66.33,CREDIT_CARD,PAID,56bdf236-982e-43d5-8dd5-e057b0c757fb,2024-07-15 14:20:35
6938677127,6955895949,1753206406,2025-03-11 02:51:04,2025-03-14 02:51:04,2025-03-11 02:51:04,1205.3000000000002,1071.19,100.69,33.42,BANK_TRANSFER,PAID,f330061e-3ae0-414b-9a45-6e2e14d14e22,2022-03-21 22:50:08
1931840038,1972671789,8630702785,2020-12-27 06:17:39,2021-01-10 06:17:39,,14261.44,13631.68,627.06,2.7,BANK_TRANSFER,LATE,0d275ccc-96fd-44c0-803f-6bb3c735b09d,2023-03-05 09:21:29
1674843348,844050332,5514313247,2021-09-18 14:48:58,2021-09-25 14:48:58,,14854.89,12884.74,1919.83,50.32,CREDIT_CARD,PENDING,20e6110d-a379-4a1a-88ee-a3941f46a03f,2021-11-26 11:04:16
1666283630,5794970309,6226367974,2022-05-06 18:31:34,2022-05-24 18:31:34,2022-05-06 18:31:34,17254.960000000003,15909.54,1336.4,9.02,DEBIT_CARD,PAID,a2cd5699-aefd-41ca-8352-942ad726cf1e,2020-07-12 09:28:08
5720524472,3308584881,6415427945,2023-06-10 00:11:00,2023-06-23 00:11:00,,149.57,90.49,10.13,48.95,BANK_TRANSFER,LATE,058fe2aa-ea49-40b6-9b14-0846b0b9fd85,2020-07-02 04:20:06
7253426018,9443912190,3378784194,2021-07-13 03:59:44,2021-08-11 03:59:44,,21615.23,19830.37,1705.41,79.45,DEBIT_CARD,LATE,ff285101-b85b-41b9-9f0b-e6ac9f30ff14,2024-09-26 11:05:20
3999780123,9773995494,7747048554,2021-01-17 16:42:02,2021-02-13 16:42:02,,2984.4700000000003,2808.37,123.57,52.53,DEBIT_CARD,PENDING,72a3bf5a-f4de-49a0-a910-f4664890aeb1,2021-11-19 20:50:14
4787677286,6370964130,4282857687,2020-07-29 08:04:07,2020-07-31 08:04:07,,596.11,467.7,33.21,95.2,CREDIT_CARD,FAILED,94e8c780-7fc2-4407-b619-a041b1741c3c,2020-11-27 02:14:33
1523646878,4277076243,549128720,2023-11-01 11:44:04,2023-11-03 11:44:04,2023-11-01 11:44:04,2880.74,2640.85,147.89,92.0,CREDIT_CARD,PAID,3f307c89-d965-445a-940a-a1a962680e94,2025-01-07 10:04:39
6087237358,3322372336,2965548847,2023-10-11 11:44:49,2023-11-04 11:44:49,,7734.600000000001,7004.52,686.44,43.64,CREDIT_CARD,PENDING,35513fe5-9839-4f72-b39b-af12f0055b98,2023-11-22 15:23:57
994377066,5821392785,2895177478,2022-08-14 10:02:45,2022-08-29 10:02:45,,3183.17,3043.38,70.0,69.79,BANK_TRANSFER,FAILED,c7ea88dc-eed2-4308-873a-39e9d5f31598,2023-11-22 16:58:52
8094071819,1548615286,4605665014,2023-06-03 05:44:56,2023-06-26 05:44:56,2023-06-03 05:44:56,27564.100000000002,24137.65,3379.27,47.18,CREDIT_CARD,PAID,1fb76637-11c8-4ec4-a2ae-16c8b1d0e042,2023-12-07 17:49:54
8894258158,5551208443,4950430246,2024-03-04 23:30:55,2024-03-09 23:30:55,,20344.74,18350.04,1926.75,67.95,DEBIT_CARD,FAILED,179f22ed-9eb4-4ed9-b0dc-d09b6b113024,2025-06-13 08:25:31
1751009936,789093984,9510716829,2024-02-11 19:43:03,2024-03-04 19:43:03,,11597.710000000001,11045.68,541.24,10.79,BANK_TRANSFER,PENDING,3fc3fff3-d148-4773-b706-3ebe5f303323,2025-05-02 02:53:46
1879621336,5745291176,3149470912,2024-08-27 21:23:27,2024-09-12 21:23:27,,27316.58,24090.06,3179.89,46.63,DEBIT_CARD,PENDING,286b41f9-0c4a-4c97-b3bc-10f88213f992,2022-05-21 08:51:30
