LOAN_ID,CUSTOMER_ID,ACCOUNT_ID,LOAN_TYPE,PRINCIPAL_AMOUNT,OUTSTANDING_AMOUNT,INTEREST_RATE,TERM_MONTHS,START_DATE,MATURITY_DATE,STATUS,COLLATERAL_TYPE,CREDIT_SCORE,CREATED_AT,UPDATED_AT
1296051721,1543728911,,SME,21477.82,20922.29,0.083,30,2021-02-20,2023-08-09,ACTIVE,vote,641,2021-08-14 21:33:52,2024-10-11 16:45:39
9544711802,1379989904,9822696750,AUTO,16759.4,6183.93,0.074,13,2020-01-17,2021-02-10,ACTIVE,few,418,2020-03-16 19:27:40,
4525027773,2039587369,5254282997,AUTO,31391.51,3670.58,0.052,29,2020-01-27,2022-06-15,ACTIVE,at,568,2025-07-25 09:58:02,2025-09-03 03:46:54
2615180942,9994981528,246454361,PERSONAL,13935.89,7905.82,0.027,17,2023-04-25,2024-09-16,PAID,these,383,2025-02-05 20:26:28,2023-12-01 05:41:20
7344511495,7554674552,,HOME,49562.93,17622.43,0.076,34,2022-07-26,2025-05-11,DEFAULT,traditional,710,2023-05-15 23:52:31,
2198370273,194056370,,PERSONAL,33041.69,12163.17,0.104,33,2024-02-11,2026-10-28,PAID,focus,631,2022-06-06 19:37:35,
1302144868,2480666320,9442224741,SME,34721.4,9246.04,0.01,11,2025-09-26,2026-08-22,DEFAULT,actually,667,2025-06-30 22:24:41,2023-02-03 23:41:40
596020954,1976606775,3231291663,HOME,28276.9,5045.76,0.07,25,2025-11-09,2027-11-29,PAID,big,595,2022-06-18 18:04:57,2023-07-19 20:04:14
1888884046,2423407670,2741952849,PERSONAL,7714.64,5387.2,0.039,51,2025-01-09,2029-03-19,DEFAULT,student,395,2020-09-05 04:49:32,2022-01-07 07:08:44
6941357984,9204437800,1119193498,SME,36141.73,12517.17,0.062,39,2024-11-10,2028-01-24,DEFAULT,example,542,2021-07-10 11:10:35,2021-07-01 03:44:49
7524720317,7971480404,,HOME,27267.9,2420.66,0.046,46,2020-12-03,2024-09-13,ACTIVE,without,413,2024-11-13 23:11:07,2024-04-16 20:32:41
5252965417,4974941562,,AUTO,9156.34,2582.77,0.021,59,2025-12-26,2030-10-31,PAID,piece,311,2021-06-04 04:36:33,2020-11-06 12:19:46
7190845088,1725313996,,SME,17188.53,12601.39,0.043,13,2023-10-20,2024-11-13,ACTIVE,cause,792,2021-07-26 06:36:18,
5983977056,713359808,2180169706,AUTO,49361.87,15616.26,0.026,24,2026-03-21,2028-03-10,ACTIVE,arm,530,2025-08-03 03:21:05,
3484222704,7013101298,2295030540,AUTO,10437.66,3682.37,0.106,52,2024-07-27,2028-11-03,DEFAULT,prove,725,2021-01-04 02:41:11,
3081031698,8131310037,4942704022,AUTO,23574.7,14570.26,0.04,39,2022-10-25,2026-01-07,ACTIVE,one,831,2022-03-31 16:00:49,2022-02-02 21:52:08
4551723866,3005697586,,AUTO,23379.54,22947.0,0.046,43,2023-01-13,2026-07-26,PAID,society,726,2023-04-15 04:23:33,
2902964964,5000883386,1605828494,AUTO,17076.14,6408.74,0.058,8,2022-09-19,2023-05-17,PAID,before,458,2025-07-19 17:29:34,2023-09-05 08:42:17
3455378842,8535886018,,HOME,21922.85,9389.08,0.037,49,2023-06-22,2027-07-01,PAID,record,483,2025-07-25 23:50:40,2020-12-25 04:29:20
5928763461,2118216436,5597961097,HOME,16326.63,15965.33,0.129,23,2024-09-04,2026-07-26,PAID,party,465,2025-03-27 05:15:08,
709041486,3006590130,7080701859,SME,31472.76,897.55,0.086,35,2025-12-20,2028-11-04,ACTIVE,fine,708,2023-09-28 14:53:22,
3842772861,2009894072,,SME,19325.22,6373.51,0.139,35,2026-03-10,2029-01-23,DEFAULT,under,496,2024-05-26 01:30:48,
7224683418,1679362974,,PERSONAL,10209.92,3028.34,0.118,58,2022-06-19,2027-03-25,DEFAULT,significant,820,2021-02-14 18:07:31,2020-07-09 20:24:23
6136854549,1471145591,,HOME,11780.43,135.66,0.036,18,2020-04-24,2021-10-16,ACTIVE,still,738,2025-07-26 16:44:48,2022-12-03 12:59:56
342856331,9084357737,,HOME,11046.02,10551.89,0.087,30,2023-10-14,2026-04-01,DEFAULT,include,558,2022-09-17 07:25:43,
2686338838,4192376726,1319983149,PERSONAL,8893.24,2456.71,0.048,60,2023-01-11,2027-12-16,PAID,party,543,2026-03-28 09:40:10,
3913761341,1747862003,,SME,18562.68,4748.84,0.132,42,2022-09-27,2026-03-10,ACTIVE,ahead,683,2022-08-22 01:49:16,2020-11-25 19:26:43
3423879115,6353717228,8510089145,HOME,2127.05,1180.32,0.102,37,2026-02-10,2029-02-24,ACTIVE,final,796,2025-03-18 00:06:09,2020-05-31 03:08:44
7061905532,2764120917,5463181292,PERSONAL,35422.81,8955.68,0.082,40,2023-05-03,2026-08-15,DEFAULT,finish,729,2020-06-30 12:00:09,2021-02-08 05:33:18
1897484448,1110487882,1150087686,HOME,47406.58,44297.07,0.105,59,2024-06-02,2029-04-07,PAID,future,810,2020-07-11 07:58:46,
4655706791,3320592072,,SME,46348.67,24112.79,0.144,39,2020-03-08,2023-05-22,PAID,art,626,2022-01-05 20:24:14,2021-05-16 15:59:20
6503283110,9479413866,,PERSONAL,11857.79,11768.06,0.075,34,2021-11-28,2024-09-13,DEFAULT,I,768,2021-09-22 02:52:09,
6456943755,3674716182,2172956239,SME,8530.04,3656.82,0.015,48,2021-03-12,2025-02-19,DEFAULT,current,453,2023-09-28 09:12:16,
2028866792,2390900676,,HOME,23813.8,18605.96,0.141,7,2025-02-16,2025-09-14,PAID,major,437,2024-01-30 01:16:00,
4635085242,5657338288,9286890812,AUTO,1711.71,768.45,0.073,7,2021-11-18,2022-06-16,DEFAULT,gun,373,2023-03-17 17:54:38,2023-04-28 00:36:41
5600809959,5832937116,,AUTO,47147.98,4428.6,0.027,23,2025-08-25,2027-07-16,ACTIVE,quality,631,2022-12-04 12:41:32,
6952766276,795950109,7247050951,SME,37566.16,15068.52,0.069,60,2022-08-29,2027-08-03,DEFAULT,career,422,2021-10-11 15:37:38,2022-02-13 04:32:58
3359237569,627725818,1437564003,HOME,46790.79,5434.05,0.048,48,2021-09-21,2025-08-31,ACTIVE,about,701,2025-07-04 12:41:55,2025-10-31 07:21:41
923424323,326565303,3891648210,PERSONAL,13058.99,163.08,0.012,35,2022-07-04,2025-05-19,ACTIVE,analysis,721,2022-09-23 15:41:57,2025-10-22 10:17:23
9354344353,8812696301,4239617147,SME,25886.53,14487.65,0.093,59,2023-05-28,2028-04-01,PAID,rather,430,2020-08-08 13:37:12,
2968029719,6650678844,8021824855,PERSONAL,14027.92,1778.39,0.116,28,2025-10-13,2028-01-31,PAID,medical,449,2022-10-21 16:13:00,2025-07-19 05:05:57
5791401892,2411398577,7090722090,SME,14774.58,9896.74,0.063,18,2021-08-14,2023-02-05,ACTIVE,PM,791,2023-02-03 02:10:26,
3754743600,7189710988,7271568334,SME,9003.62,2774.88,0.141,51,2021-01-31,2025-04-10,PAID,area,439,2020-03-08 00:19:31,2026-01-28 12:42:50
6986956174,5193882521,,PERSONAL,48875.27,44794.34,0.06,6,2022-10-10,2023-04-08,PAID,month,618,2025-03-07 03:06:01,
1131248784,7864921074,,PERSONAL,32281.95,2798.45,0.055,22,2025-07-12,2027-05-03,ACTIVE,society,553,2025-02-03 05:42:27,2025-11-26 12:17:57
1195551276,6414529805,7162862366,SME,30124.75,17096.58,0.109,24,2024-12-31,2026-12-21,PAID,finally,632,2020-11-30 02:43:46,2020-10-31 11:12:14
9651138275,3179861689,,SME,39288.89,14306.54,0.142,40,2021-05-26,2024-09-07,ACTIVE,already,375,2020-02-22 09:22:22,2020-06-04 10:01:51
8807167662,7370160401,,HOME,5289.69,2913.69,0.13,48,2022-01-16,2025-12-26,DEFAULT,us,668,2022-04-03 14:17:08,2021-03-03 00:35:25
9794880043,7346065432,,SME,39180.71,1244.68,0.085,39,2025-05-09,2028-07-22,ACTIVE,day,628,2024-02-09 16:17:28,2021-11-22 01:25:09
458014378,9177893413,9358404594,HOME,14623.27,4379.88,0.073,10,2022-09-03,2023-06-30,PAID,television,562,2022-08-02 03:28:28,2022-12-24 21:34:34
5358123798,6489762094,,SME,13254.02,473.68,0.064,24,2026-03-30,2028-03-19,ACTIVE,class,537,2020-09-16 11:28:44,
3740931506,6144708844,,HOME,1790.19,448.72,0.065,23,2025-02-22,2027-01-13,ACTIVE,mean,546,2021-11-20 23:27:41,2025-02-13 04:37:25
2602490771,8752576205,3945394601,HOME,13480.5,12879.85,0.074,54,2020-02-14,2024-07-22,PAID,heavy,647,2021-12-23 10:29:28,2021-10-31 01:58:53
424570864,7676802055,,PERSONAL,29814.66,10473.28,0.103,56,2024-06-05,2029-01-10,DEFAULT,face,800,2024-03-30 04:51:23,
4394550473,2164894514,6429700572,HOME,36681.52,4662.85,0.064,50,2023-02-05,2027-03-16,ACTIVE,page,441,2025-04-04 19:25:17,
5432448706,789944524,,AUTO,32617.71,6651.66,0.122,7,2024-09-04,2025-04-02,DEFAULT,your,617,2024-04-10 02:25:04,
3922953984,6108774243,,SME,29338.53,2995.2,0.05,26,2024-06-24,2026-08-13,DEFAULT,teach,440,2020-02-26 19:43:27,2025-06-26 16:32:06
5445649155,6775883674,5889430755,SME,33170.81,24372.41,0.069,55,2020-05-07,2024-11-12,ACTIVE,tree,426,2025-05-22 21:44:27,2020-05-23 15:10:03
4693578577,8748008493,,SME,23499.78,7185.13,0.137,33,2023-02-24,2025-11-10,ACTIVE,message,525,2025-11-02 00:19:34,
4072423584,9559278083,,PERSONAL,43124.5,12534.23,0.036,15,2022-05-09,2023-08-02,PAID,stay,683,2020-04-18 18:56:51,2025-10-01 22:45:56
9824736144,1211967772,6856370781,AUTO,22505.1,6959.94,0.107,17,2022-11-29,2024-04-22,ACTIVE,score,584,2023-03-15 02:53:30,
3929838338,8334528719,,HOME,48302.16,1299.87,0.114,46,2020-09-14,2024-06-25,ACTIVE,effort,796,2024-05-10 18:04:29,2026-01-20 21:47:22
2089284423,2616886111,9473339768,PERSONAL,18760.8,7156.42,0.099,51,2021-06-06,2025-08-14,ACTIVE,say,388,2025-05-04 02:50:43,
5378359386,4226857091,,SME,32327.35,2849.57,0.106,54,2022-06-03,2026-11-09,DEFAULT,believe,517,2022-06-19 23:08:32,
7271568933,8276268107,1183403113,HOME,26741.42,11890.37,0.064,27,2025-12-02,2028-02-20,ACTIVE,success,450,2025-10-06 21:20:22,2022-12-17 22:52:08
3391311320,2131508898,,SME,25726.74,14862.94,0.022,8,2020-11-07,2021-07-05,ACTIVE,two,435,2025-04-03 17:00:24,
1484029290,2421390568,,AUTO,29401.72,2798.53,0.079,26,2025-11-03,2027-12-23,DEFAULT,student,829,2025-08-27 09:38:29,2025-10-29 02:58:10
745053400,5082097042,1939686653,HOME,44228.26,802.92,0.119,24,2022-11-17,2024-11-06,ACTIVE,training,329,2022-03-28 20:52:30,2024-04-05 10:47:12
1026143823,2895708092,,HOME,27490.45,702.8,0.093,25,2026-03-14,2028-04-02,ACTIVE,situation,397,2023-09-30 07:58:59,
7390868499,1760381057,,HOME,41536.56,34408.96,0.113,32,2022-11-10,2025-06-27,ACTIVE,indeed,375,2022-08-24 05:33:09,2022-01-18 19:56:38
1777249777,895842830,9138623252,AUTO,17763.42,5622.01,0.036,13,2024-10-10,2025-11-04,ACTIVE,home,344,2021-01-16 19:07:56,2025-03-11 03:52:12
3721993286,8983986429,,PERSONAL,19557.26,3371.07,0.141,14,2022-06-25,2023-08-19,PAID,half,600,2021-07-15 20:13:15,
848991185,5699394381,8691647637,SME,29150.5,16644.35,0.036,27,2020-09-28,2022-12-17,DEFAULT,day,644,2020-05-08 03:20:10,2022-07-24 20:24:56
9425700096,3471150962,,AUTO,42857.28,33395.87,0.067,38,2023-06-02,2026-07-16,PAID,relate,492,2020-01-24 23:01:31,2023-09-14 08:29:44
4132166531,4934366583,,AUTO,14495.0,815.37,0.107,54,2020-01-13,2024-06-20,PAID,range,336,2024-03-02 21:52:20,
5068448240,2769132595,7987037936,PERSONAL,27545.71,25168.61,0.073,60,2024-10-21,2029-09-25,ACTIVE,already,319,2024-07-12 18:56:20,
9950958466,155915815,,SME,47764.62,1135.56,0.106,39,2021-06-05,2024-08-18,DEFAULT,program,813,2023-05-28 18:07:06,
7625369210,8562400884,1489698808,AUTO,35631.67,6142.68,0.134,51,2021-03-29,2025-06-06,ACTIVE,media,463,2020-05-03 22:40:38,
2556962429,3403081527,,HOME,12857.41,7549.35,0.079,47,2023-03-23,2027-01-31,ACTIVE,join,447,2022-12-30 23:45:45,2022-08-27 03:22:44
8353474078,1505199541,,SME,22620.23,7494.94,0.119,19,2022-12-31,2024-07-23,DEFAULT,organization,708,2022-04-02 20:39:34,
6321837793,8974197014,,SME,30915.33,2614.26,0.136,14,2020-03-26,2021-05-20,ACTIVE,while,682,2024-04-21 02:19:41,2020-10-06 14:20:44
2944949668,7694195250,,HOME,20466.59,13256.63,0.147,15,2021-03-11,2022-06-04,ACTIVE,participant,811,2022-05-01 05:40:27,
5821432518,4551632189,,HOME,32787.86,31071.13,0.014,44,2021-12-24,2025-08-05,DEFAULT,role,651,2025-10-27 21:25:11,2020-05-23 23:57:25
2815570650,10264892,,SME,48491.16,22876.99,0.078,42,2023-01-07,2026-06-20,PAID,friend,439,2025-07-02 00:36:05,
6792262634,201547579,8014453667,HOME,44737.03,9383.35,0.081,12,2024-07-08,2025-07-03,ACTIVE,work,783,2021-08-18 01:57:20,2023-08-01 23:21:32
1858489692,8595341629,849404882,PERSONAL,7254.97,5003.56,0.072,46,2020-04-03,2024-01-13,PAID,notice,752,2024-05-30 14:54:51,
4772073305,6043454346,7353253235,SME,32990.66,10728.54,0.022,50,2025-05-08,2029-06-16,ACTIVE,employee,676,2025-11-16 10:41:51,2025-02-18 09:17:38
695924769,1769607036,6011508338,AUTO,41625.37,5830.33,0.138,31,2023-06-21,2026-01-06,DEFAULT,modern,329,2020-02-20 00:22:21,2024-04-04 17:50:46
7746572679,5527944708,956111968,PERSONAL,8820.9,1491.96,0.075,30,2023-05-13,2025-10-29,DEFAULT,message,542,2023-06-16 16:00:06,
257756947,7368391580,,AUTO,28844.09,18421.81,0.013,38,2024-09-14,2027-10-29,ACTIVE,song,639,2025-10-25 23:10:12,2022-03-23 10:53:36
6363635377,7746614612,,PERSONAL,49376.99,14792.41,0.113,55,2022-01-28,2026-08-05,DEFAULT,coach,391,2020-01-13 18:06:33,2022-05-26 23:01:26
7974285741,2568049156,,HOME,45397.05,265.68,0.065,12,2023-05-26,2024-05-20,ACTIVE,the,396,2020-10-15 10:01:32,2024-06-07 05:33:51
2717771820,7457093591,,AUTO,31893.78,4168.51,0.094,13,2024-09-09,2025-10-04,ACTIVE,add,709,2024-07-08 00:24:23,2026-02-02 12:00:07
5651000176,251771990,,AUTO,5575.94,1143.87,0.019,23,2024-02-19,2026-01-09,ACTIVE,bar,721,2023-02-14 05:21:36,2024-01-26 12:45:57
2811277637,3597145146,,PERSONAL,33159.17,5530.13,0.025,50,2025-11-27,2030-01-05,PAID,Mrs,785,2022-05-10 06:23:09,
6936363724,8879701333,,PERSONAL,17285.59,16855.19,0.027,9,2026-01-29,2026-10-26,ACTIVE,next,339,2024-08-17 10:23:09,2023-02-22 06:08:09
6511957323,5397521842,1383053721,HOME,8671.8,3660.47,0.091,38,2024-01-08,2027-02-21,PAID,week,549,2025-01-17 22:46:54,2025-05-29 03:36:29
7015809973,4411189373,2685675067,AUTO,43226.04,15013.13,0.1,39,2026-03-03,2029-05-16,PAID,trip,831,2023-01-13 17:40:16,
1588424812,1583063648,2835767588,SME,28963.98,25490.65,0.08,32,2025-09-09,2028-04-26,DEFAULT,reflect,382,2022-01-07 20:40:03,
1774991211,3481083956,9822696750,SME,30801.92,26036.91,0.051,53,2025-04-22,2029-08-29,PAID,business,686,2020-12-12 10:02:43,
1351404046,9969424668,,PERSONAL,21406.66,8516.26,0.089,19,2021-11-03,2023-05-27,DEFAULT,exist,669,2021-06-18 16:44:21,
8177696152,5924944032,7306374537,AUTO,2444.72,2344.36,0.064,17,2021-01-17,2022-06-11,PAID,prepare,820,2024-03-07 11:15:09,2023-07-18 03:54:19
8906520833,8252615065,2289606884,HOME,46710.73,32793.75,0.081,42,2026-03-20,2029-08-31,PAID,matter,773,2026-02-22 03:46:56,2022-11-19 14:35:16
936453339,8465090731,,AUTO,37421.51,11586.64,0.073,16,2021-07-02,2022-10-25,DEFAULT,four,524,2023-08-02 22:20:33,2021-01-08 03:30:03
7644215943,1708324975,8400950096,SME,40158.13,25884.54,0.11,29,2021-04-12,2023-08-30,DEFAULT,level,844,2021-04-04 07:13:40,
4450745359,4116101373,,HOME,14798.76,13603.88,0.07,60,2023-10-21,2028-09-24,PAID,by,341,2021-10-28 21:08:44,2025-05-29 15:51:17
3831450357,5411263696,6812554294,AUTO,32983.79,28886.43,0.131,60,2023-01-29,2028-01-03,PAID,scientist,501,2021-03-02 13:39:26,
3161800650,7429428686,654182664,PERSONAL,41750.07,38579.87,0.012,23,2020-03-16,2022-02-04,PAID,dinner,485,2020-07-16 02:09:09,2020-07-26 12:25:09
6318664729,5997248734,,PERSONAL,39559.84,30403.5,0.048,34,2023-09-20,2026-07-06,ACTIVE,skin,752,2025-05-23 06:40:18,2024-12-28 17:28:09
481552511,5904403992,2426136586,PERSONAL,17845.98,7521.7,0.128,19,2026-02-07,2027-08-31,DEFAULT,night,600,2020-09-01 22:42:14,2025-06-18 20:11:12
1734656669,2903903218,,HOME,48093.57,7735.94,0.075,15,2022-04-30,2023-07-24,PAID,yet,433,2023-07-15 19:59:32,2020-12-20 05:13:02
2012394567,6960613309,,HOME,4548.03,4455.63,0.082,55,2025-08-04,2030-02-09,ACTIVE,throw,761,2022-04-25 07:52:40,2025-02-21 20:24:24
9514400831,3835692371,,HOME,6996.24,207.78,0.021,46,2023-03-16,2026-12-25,PAID,require,327,2026-01-20 00:27:50,2021-11-03 22:13:30
42379342,9183690561,,AUTO,42259.44,34025.45,0.074,41,2021-08-07,2024-12-19,PAID,according,795,2021-04-09 18:34:14,2021-06-21 07:27:48
3105669334,69939783,,HOME,48323.04,39179.61,0.085,33,2020-06-06,2023-02-21,PAID,positive,582,2025-07-02 19:31:20,2022-04-01 12:22:00
6178077274,4236328970,,HOME,25608.76,24701.71,0.122,46,2024-04-22,2028-02-01,DEFAULT,anyone,455,2024-09-12 04:23:42,2025-08-08 08:15:45
8619068310,506181071,,HOME,2179.04,699.02,0.091,60,2021-11-25,2026-10-30,PAID,itself,346,2025-11-07 13:36:03,
1635026308,3044382123,,SME,15627.77,2420.1,0.033,43,2021-10-21,2025-05-03,PAID,base,374,2022-11-04 17:45:36,
9236903018,1452688085,2906691720,SME,7195.83,7022.17,0.082,24,2022-01-01,2023-12-22,PAID,draw,706,2020-05-28 05:39:10,
8232368602,6586590426,,HOME,35189.6,1395.93,0.039,51,2023-10-07,2027-12-15,ACTIVE,agree,603,2026-01-15 08:32:18,
3799996493,786201792,616372620,HOME,44017.16,32816.6,0.038,45,2020-09-27,2024-06-08,DEFAULT,increase,432,2020-06-04 22:26:47,2025-10-14 10:12:54
4641051534,2769132595,,HOME,15573.61,8310.7,0.106,50,2023-07-13,2027-08-21,ACTIVE,ago,385,2023-12-01 13:32:07,
4399255172,4080774023,,HOME,47981.67,29167.8,0.026,6,2022-06-08,2022-12-05,ACTIVE,recognize,396,2022-09-26 04:13:42,
5184997503,5167051731,,PERSONAL,23047.4,13601.2,0.084,35,2025-05-28,2028-04-12,PAID,collection,549,2020-08-12 00:51:35,
6400292841,1976606775,7105859416,HOME,41258.31,11288.41,0.041,52,2022-08-19,2026-11-26,ACTIVE,western,582,2026-01-27 16:07:41,
7842194864,862597494,7938287612,PERSONAL,30274.54,24730.42,0.129,19,2025-01-26,2026-08-19,DEFAULT,let,758,2021-08-28 08:41:29,
2802400956,639555911,,AUTO,44504.87,11854.21,0.093,44,2024-09-02,2028-04-14,ACTIVE,show,538,2026-02-05 22:05:46,2022-05-19 09:29:51
2327333516,4937519202,108887837,PERSONAL,39681.64,35529.55,0.147,37,2026-02-15,2029-03-01,DEFAULT,three,423,2023-06-28 16:18:07,2025-01-01 16:43:55
2514944615,8513248806,5964765499,SME,2805.42,2386.35,0.096,46,2025-09-16,2029-06-27,PAID,lead,530,2022-03-15 00:01:53,2020-09-30 14:02:52
162181440,2395177376,,PERSONAL,7817.78,3442.47,0.079,52,2025-09-01,2029-12-09,DEFAULT,long,360,2022-09-10 03:08:00,
1654270411,1347385000,2130366570,SME,5707.31,289.46,0.117,47,2021-10-26,2025-09-05,PAID,adult,328,2023-11-03 03:55:38,
6213051349,1451877123,,PERSONAL,1225.64,47.03,0.095,44,2023-01-13,2026-08-25,PAID,from,552,2021-11-13 23:18:49,2021-04-14 21:52:00
266258712,5405299022,2489489366,HOME,29194.37,6265.72,0.122,51,2021-12-01,2026-02-08,ACTIVE,city,799,2022-04-27 23:18:04,
8740244864,398987413,6630788440,PERSONAL,10522.97,9856.87,0.027,35,2020-05-28,2023-04-13,DEFAULT,arm,705,2022-08-18 14:33:18,
8556082243,3717643561,8345144383,SME,3803.03,2675.3,0.106,49,2022-03-07,2026-03-16,DEFAULT,born,588,2023-01-10 08:00:48,
851410715,4068120235,2833199301,HOME,37255.82,12315.61,0.02,59,2021-12-04,2026-10-09,ACTIVE,idea,662,2021-08-18 16:02:39,2024-08-08 18:05:06
5104288896,1577616916,3727440085,HOME,18453.09,5325.1,0.064,12,2023-02-23,2024-02-18,PAID,first,587,2021-06-07 03:17:46,2021-11-27 03:02:36
188957450,8682809543,,AUTO,31340.48,3425.68,0.123,55,2025-10-31,2030-05-08,ACTIVE,industry,652,2025-07-09 14:55:31,
7180860231,7919702219,4472649543,HOME,34342.48,18455.68,0.093,14,2021-04-28,2022-06-22,PAID,job,431,2022-10-08 13:52:23,2021-12-25 08:11:46
8742661207,6638411463,5250471310,AUTO,27985.13,10379.62,0.025,42,2021-01-15,2024-06-28,DEFAULT,gas,576,2020-06-09 03:51:49,
3785683435,6784973506,2934467556,AUTO,16304.47,1111.72,0.032,40,2024-10-09,2028-01-22,ACTIVE,plan,795,2020-08-17 10:29:32,2023-01-04 06:29:45
6476556273,339496484,6432716933,HOME,7314.09,6517.83,0.054,55,2022-06-09,2026-12-15,ACTIVE,prepare,318,2021-09-21 23:38:31,2025-09-03 23:43:03
2989729636,7868307505,,SME,35176.94,22530.37,0.102,27,2021-09-22,2023-12-11,PAID,go,625,2022-11-23 21:31:06,2020-04-22 00:09:26
3301991136,6411987878,,SME,3948.13,3635.52,0.018,50,2022-10-15,2026-11-23,DEFAULT,effect,849,2020-09-06 11:37:51,
8021219213,7884507896,,PERSONAL,33112.03,14437.95,0.095,43,2020-01-11,2023-07-24,ACTIVE,fill,761,2025-04-01 18:22:42,
1823707198,8666249973,,PERSONAL,13505.55,8501.2,0.059,42,2022-03-24,2025-09-04,PAID,difference,522,2024-09-14 04:53:07,2020-10-10 13:16:30
6906063349,6680990193,,PERSONAL,20997.78,16412.92,0.123,36,2023-07-19,2026-07-03,DEFAULT,mean,604,2025-05-01 18:36:01,
1871823046,2538104145,,HOME,49815.05,47854.54,0.122,37,2023-05-15,2026-05-29,DEFAULT,so,621,2026-03-23 21:32:00,
4331428824,8089683174,,SME,11404.17,7203.33,0.015,40,2024-11-11,2028-02-24,ACTIVE,model,616,2022-12-05 20:59:14,2020-09-05 09:57:22
4572585965,1392955777,,SME,26188.0,18762.54,0.112,20,2020-07-31,2022-03-23,PAID,forget,523,2025-05-27 14:53:32,
7999682172,8258349130,,SME,35332.05,5753.99,0.079,59,2021-03-17,2026-01-20,DEFAULT,no,783,2020-04-14 10:16:38,2023-01-01 18:21:12
8128273239,2766168274,,HOME,6777.27,432.73,0.031,50,2023-11-30,2028-01-08,ACTIVE,size,629,2021-12-22 15:06:00,
9849406274,1302960383,6837487602,HOME,33731.74,17254.65,0.068,14,2020-01-21,2021-03-16,PAID,their,847,2020-04-08 23:31:48,2020-08-19 10:37:03
8326510250,7800007397,,AUTO,4666.11,4659.0,0.126,31,2023-02-04,2025-08-22,DEFAULT,example,431,2023-08-03 23:07:32,
8363999393,8126139036,,SME,22743.09,6596.67,0.097,25,2023-07-03,2025-07-22,ACTIVE,argue,339,2023-10-16 08:52:46,2020-05-19 07:05:40
2034184131,2850031446,,HOME,2212.88,986.37,0.067,6,2026-01-22,2026-07-21,DEFAULT,short,365,2025-07-08 23:50:38,
238949871,5210325719,314672123,HOME,20990.73,18673.19,0.019,26,2020-11-12,2023-01-01,DEFAULT,analysis,370,2025-11-17 10:12:36,
4954738130,4641043102,,SME,8166.89,2240.08,0.044,25,2026-01-17,2028-02-06,DEFAULT,have,845,2020-04-02 10:18:14,
5739845021,4625678393,,SME,40727.34,28648.56,0.115,31,2020-02-12,2022-08-30,DEFAULT,room,501,2024-12-17 09:35:46,2020-12-25 08:19:41
7123002077,4021071905,,PERSONAL,24593.29,18949.33,0.013,52,2023-07-01,2027-10-08,ACTIVE,activity,668,2023-05-31 00:14:52,2022-09-09 01:12:17
3313562001,8361007593,4920160870,HOME,38545.42,28696.61,0.068,48,2023-10-25,2027-10-04,PAID,form,408,2021-11-14 15:02:05,2025-09-18 05:18:32
5353426797,8800593715,7248974974,SME,11833.87,1467.65,0.099,45,2020-09-16,2024-05-28,PAID,whole,443,2021-10-08 18:15:10,
3701415100,4149360521,792689126,HOME,39453.19,29090.07,0.03,58,2025-02-17,2029-11-23,PAID,coach,400,2022-03-23 20:18:28,2022-07-26 20:16:30
3107845579,1310985027,,PERSONAL,35210.97,10009.73,0.042,55,2021-06-11,2025-12-17,DEFAULT,part,562,2022-12-22 20:38:41,
2199714871,2002952118,5091070081,AUTO,38480.24,31119.39,0.12,39,2024-04-29,2027-07-13,ACTIVE,fine,588,2024-07-31 20:40:40,
9226002613,6134149345,,PERSONAL,48448.92,37329.43,0.095,60,2024-08-13,2029-07-18,DEFAULT,foreign,399,2021-05-16 05:52:18,
8788885706,2539696306,,SME,31926.43,29528.68,0.063,50,2022-09-21,2026-10-30,PAID,summer,461,2025-07-23 16:20:41,
1209012551,6831245191,,PERSONAL,3401.21,1503.03,0.123,14,2020-08-24,2021-10-18,DEFAULT,hair,485,2025-01-18 16:41:23,
6525896782,8829523984,,SME,15979.89,12654.85,0.07,8,2026-02-22,2026-10-20,PAID,enter,453,2021-03-26 06:54:47,
8088249723,3733540055,,PERSONAL,13995.34,7500.23,0.14,35,2023-07-22,2026-06-06,ACTIVE,most,463,2022-04-10 21:02:13,
7360215486,2126868961,,HOME,17489.55,10005.23,0.076,25,2022-10-09,2024-10-28,ACTIVE,life,470,2025-11-10 19:40:27,
7299542201,2377473550,3752809000,PERSONAL,16343.51,16120.9,0.028,29,2024-11-30,2027-04-19,DEFAULT,between,441,2020-10-07 15:42:32,
9117227010,2480400655,,HOME,20381.04,4392.17,0.048,53,2020-02-20,2024-06-28,ACTIVE,teach,338,2023-08-16 13:47:12,2021-11-04 03:32:21
5173979494,61517205,1538332427,AUTO,16992.08,2.41,0.123,26,2021-07-13,2023-09-01,PAID,deep,724,2025-07-11 17:49:09,
5744854649,6778305759,,PERSONAL,23297.99,13621.49,0.021,21,2023-10-06,2025-06-27,DEFAULT,father,834,2024-12-12 12:07:10,
2372492060,5973023523,3291453107,SME,23974.62,4220.22,0.144,33,2025-02-17,2027-11-04,ACTIVE,theory,629,2025-02-22 05:57:10,2021-11-22 09:03:50
153634006,9085494341,,AUTO,5130.95,1545.17,0.085,58,2025-10-09,2030-07-15,DEFAULT,together,444,2020-01-24 18:42:32,
